County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),Owner Occupied Housing Units,Total Households,State FIPS,County FIPS,Year
"York County, Virginia",319200,1274,10167.0,66134,29542,2988.0,30997,84167,5781,23436,51,199,2011
"Alexandria city, Virginia",477100,1342,32883.0,144301,87396,9787.0,93334,82748,36516,64723,51,510,2011
"Chesapeake city, Virginia",257200,962,24248.0,225050,103197,18921.0,113751,66563,21155,78004,51,550,2011
"Hampton city, Virginia",199000,784,11740.0,136401,60167,20572.0,66714,49848,17245,51006,51,650,2011
"Lynchburg city, Virginia",147600,570,9471.0,76503,33497,15006.0,37761,36627,13696,29648,51,680,2011
"Newport News city, Virginia",204200,774,16938.0,179611,81879,25405.0,92569,48976,31580,66533,51,700,2011
"Norfolk city, Virginia",195300,776,21980.0,242628,103274,41345.0,118666,43108,46511,86480,51,710,2011
"Portsmouth city, Virginia",175400,756,7853.0,95684,40938,15900.0,45633,42647,14988,36207,51,740,2011
"Richmond city, Virginia",193300,696,28100.0,205533,96341,52459.0,110251,38926,46333,84355,51,760,2011
"Roanoke city, Virginia",125500,511,9037.0,96714,43928,18231.0,48856,39040,17547,41267,51,770,2011
"Suffolk city, Virginia",247200,767,10051.0,84930,39483,9486.0,43181,64334,8130,30199,51,800,2011
"Virginia Beach city, Virginia",264300,1021,62333.0,442707,213433,37168.0,227902,64614,56955,162521,51,810,2011
"Benton County, Washington",182200,696,21802.0,180678,77956,18780.0,84438,61690,20978,65598,53,005,2011
"Chelan County, Washington",259200,648,7709.0,73477,33590,10848.0,36534,50986,9338,26943,53,007,2011
"Clallam County, Washington",219100,622,8051.0,71838,27584,7918.0,30535,50161,8718,31458,53,009,2011
"Clark County, Washington",225700,804,49194.0,433418,190351,58533.0,215495,56656,55875,160304,53,011,2011
"Cowlitz County, Washington",174600,564,6737.0,102478,37615,20848.0,43386,42031,13796,40659,53,015,2011
"Franklin County, Washington",164900,602,4826.0,83455,33105,24557.0,36108,49176,7532,23332,53,021,2011
"Grant County, Washington",162000,559,5925.0,91265,38058,18952.0,44143,43076,13328,31009,53,025,2011
"Grays Harbor County, Washington",149500,543,4311.0,72546,27098,14926.0,32754,40993,7205,25619,53,027,2011
"Island County, Washington",301600,933,10823.0,78971,31704,7325.0,35245,59467,9837,32932,53,029,2011
"King County, Washington",364300,948,389116.0,1969722,1017856,232883.0,1113099,68775,339099,797665,53,033,2011
"Kitsap County, Washington",269500,864,31953.0,254633,104343,26025.0,115524,60314,35210,100688,53,035,2011
"Lewis County, Washington",180600,623,4533.0,75901,28968,9410.0,34827,41931,9684,29829,53,041,2011
"Pierce County, Washington",234500,842,77969.0,807904,347680,97043.0,400614,55214,114666,298160,53,053,2011
"Skagit County, Washington",255300,794,13493.0,118109,50139,17561.0,56941,52519,16257,45801,53,057,2011
"Snohomish County, Washington",280800,890,94405.0,722400,343861,77954.0,385905,63685,92623,268449,53,061,2011
"Spokane County, Washington",185600,630,60035.0,473761,208860,68467.0,236025,49078,66752,187360,53,063,2011
"Thurston County, Washington",244200,846,39231.0,256591,118078,33018.0,128723,60061,34348,101970,53,067,2011
"Whatcom County, Washington",270900,776,28845.0,203663,96822,31062.0,105812,51500,28099,79958,53,073,2011
"Yakima County, Washington",157300,591,16468.0,247141,98149,55337.0,108792,42173,31674,80071,53,077,2011
"Berkeley County, West Virginia",164100,661,7893.0,105750,47615,17131.0,54157,50526,10975,39569,54,003,2011
"Cabell County, West Virginia",116700,478,10227.0,96653,39362,21015.0,42931,37279,15956,39053,54,011,2011
"Harrison County, West Virginia",87200,421,6095.0,69436,29412,11651.0,31930,38795,6341,26713,54,033,2011
"Kanawha County, West Virginia",98500,520,20028.0,192315,85629,32585.0,94246,39928,25106,81094,54,039,2011
"Monongalia County, West Virginia",171700,609,13515.0,98528,43937,17904.0,47424,44049,15469,35029,54,061,2011
"Raleigh County, West Virginia",95500,427,6492.0,79127,30687,11564.0,32286,38304,9032,32121,54,081,2011
"Wood County, West Virginia",107900,444,6660.0,87120,35823,15299.0,40514,36954,9158,34923,54,107,2011
"Brown County, Wisconsin",155900,576,30034.0,251412,128469,26341.0,139157,52406,30664,98471,55,009,2011
"Dane County, Wisconsin",226900,784,84902.0,495959,277543,63323.0,295005,60345,84988,206024,55,025,2011
"Dodge County, Wisconsin",158100,610,6373.0,88661,43330,9311.0,47233,51948,8729,32762,55,027,2011
"Eau Claire County, Wisconsin",148000,581,11652.0,99879,52590,13850.0,56547,48167,14419,40053,55,035,2011
"Fond du Lac County, Wisconsin",149400,547,9833.0,102079,53575,9538.0,57456,53202,12428,41277,55,039,2011
"Jefferson County, Wisconsin",173200,625,7219.0,83943,44739,8500.0,47353,53217,8629,32457,55,055,2011
"Kenosha County, Wisconsin",167000,707,18471.0,167293,76622,24416.0,88219,51337,19398,61072,55,059,2011
"La Crosse County, Wisconsin",152000,589,14785.0,115572,61623,17220.0,65974,49966,15514,45705,55,063,2011
"Manitowoc County, Wisconsin",126000,488,7644.0,80976,41850,5491.0,44448,48272,7290,34029,55,071,2011
"Marathon County, Wisconsin",139500,559,14295.0,134400,67607,14807.0,73603,51678,14305,53343,55,073,2011
"Milwaukee County, Wisconsin",159800,643,112106.0,952532,428728,200885.0,490146,40702,186655,376552,55,079,2011
"Outagamie County, Wisconsin",155100,578,20410.0,177913,94191,13508.0,99053,56445,19393,68937,55,087,2011
"Ozaukee County, Wisconsin",253700,673,17373.0,86568,43952,3473.0,47256,73703,7239,33994,55,089,2011
"Portage County, Wisconsin",140000,568,8356.0,70084,35645,10771.0,39289,49680,8843,27479,55,097,2011
"Racine County, Wisconsin",171000,616,19656.0,195388,92160,24044.0,101378,52582,24402,75903,55,101,2011
"Rock County, Wisconsin",133300,593,12850.0,160092,74618,23381.0,83430,47559,19339,63615,55,105,2011
"St. Croix County, Wisconsin",191800,688,11866.0,84922,43479,8603.0,46360,61811,6721,31005,55,109,2011
"Sheboygan County, Wisconsin",158500,519,12885.0,115149,58072,8097.0,62591,50935,13207,45977,55,117,2011
"Walworth County, Wisconsin",194800,711,10777.0,102931,50396,13829.0,55516,52250,11908,39012,55,127,2011
"Washington County, Wisconsin",221100,653,17544.0,132386,71772,7361.0,76369,67232,11818,51755,55,131,2011
"Waukesha County, Wisconsin",247100,806,74790.0,390730,202226,20894.0,215857,72562,37614,152806,55,133,2011
"Winnebago County, Wisconsin",140100,555,21055.0,167699,82477,21213.0,87275,47763,22844,68069,55,139,2011
"Wood County, Wisconsin",113600,440,5293.0,74785,35972,9543.0,38840,45891,8125,32045,55,141,2011
"Laramie County, Wyoming",171800,679,11585.0,92680,45739,8232.0,47668,54053,11960,37687,56,021,2011
"Natrona County, Wyoming",165700,671,7920.0,76366,39410,8394.0,42449,52603,9445,30158,56,025,2011
"Arecibo Municipio, Puerto Rico",106600,357,10682.0,95816,25278,44952.0,28690,16763,8652,33444,72,013,2011
"Caguas Municipio, Puerto Rico",136900,417,18244.0,142678,47164,56094.0,58545,20925,16379,49636,72,025,2011
"Carolina Municipio, Puerto Rico",155700,522,24996.0,175129,65419,58148.0,78397,25331,18865,64554,72,031,2011
"Guaynabo Municipio, Puerto Rico",196700,498,19368.0,97280,39154,24571.0,46009,36121,8584,34648,72,061,2011
"Ponce Municipio, Puerto Rico",107900,268,17788.0,163727,46749,83938.0,63064,16524,20160,56625,72,113,2011
"San Juan Municipio, Puerto Rico",164800,390,54976.0,389714,141760,156275.0,170442,21450,65551,144994,72,127,2011
"Toa Alta Municipio, Puerto Rico",156600,418,8109.0,75105,27723,24003.0,32980,28154,4177,23402,72,135,2011
"Toa Baja Municipio, Puerto Rico",132600,414,8946.0,88799,29621,37129.0,36082,21368,8446,31178,72,137,2011
"Trujillo Alto Municipio, Puerto Rico",163900,376,12382.0,74490,28758,22475.0,30966,31150,7244,25834,72,139,2011
"Bayamón Municipio, Puerto Rico",144000,506,27633.0,205693,67714,73390.0,83542,22890,22388,72305,72,021,2011
"Mayagüez Municipio, Puerto Rico",100400,329,7298.0,87712,20225,46650.0,25961,14076,13543,31168,72,097,2011
"St. Clair County, Alabama",137000,553,6190.0,85237,36724,13880.0,40807,51859,6576,32143,01,115,2012
"Baldwin County, Alabama",165700,710,25534.0,190790,84236,26448.0,92356,48378,25481,77978,01,003,2012
"Houston County, Alabama",123800,502,10242.0,103402,44081,19607.0,47693,40409,13521,38571,01,069,2012
"Tuscaloosa County, Alabama",156800,541,21501.0,198596,87256,36962.0,94274,41139,24291,67721,01,125,2012
"Montgomery County, Alabama",119900,588,28362.0,230149,96705,47624.0,107000,41807,36588,90244,01,101,2012
"Lee County, Alabama",155400,631,15561.0,147257,68181,34970.0,73175,45043,20988,55520,01,081,2012
"Jefferson County, Alabama",142000,590,80568.0,660009,287272,120297.0,316571,43959,92707,258192,01,073,2012
"Lauderdale County, Alabama",131400,397,7675.0,92542,38144,19884.0,42741,41908,11588,36791,01,077,2012
"Limestone County, Alabama",137700,445,8940.0,87654,38587,8683.0,42193,47999,8004,32106,01,083,2012
"Shelby County, Alabama",184800,750,35177.0,200941,100509,16943.0,106533,65728,17322,75058,01,117,2012
"Cullman County, Alabama",109200,385,3941.0,80440,35376,15607.0,38252,37287,7658,31450,01,043,2012
"Elmore County, Alabama",128200,525,7267.0,80629,37572,9922.0,40048,53328,6539,28246,01,051,2012
"Talladega County, Alabama",86800,362,3618.0,81762,31058,19123.0,35989,31547,9421,31923,01,121,2012
"Morgan County, Alabama",122300,430,11752.0,120395,51393,19358.0,59396,45051,14206,46221,01,103,2012
"Etowah County, Alabama",90500,398,7513.0,104392,38842,21819.0,44011,34264,12899,39031,01,055,2012
"DeKalb County, Alabama",102400,363,2389.0,71080,27049,9334.0,29447,38445,6071,23776,01,049,2012
"Mobile County, Alabama",125500,567,37800.0,413936,164770,84891.0,186627,39691,56065,156755,01,097,2012
"Walker County, Alabama",81800,391,2473.0,66221,24692,14185.0,28060,35330,7475,26108,01,127,2012
"Calhoun County, Alabama",105800,452,8382.0,117296,46165,25270.0,54556,39169,14531,45986,01,015,2012
"Marshall County, Alabama",113000,410,6168.0,94776,37428,21653.0,41435,36197,9461,33802,01,095,2012
"Madison County, Alabama",164600,586,60230.0,343080,162239,41369.0,177942,56839,42157,135450,01,089,2012
"Anchorage Municipality, Alaska",281800,1073,38742.0,298610,153778,24481.0,164459,72575,42215,105569,02,020,2012
"Fairbanks North Star Borough, Alaska",214500,1077,9671.0,100272,46381,6646.0,49945,66539,14496,35944,02,090,2012
"Matanuska-Susitna Borough, Alaska",223900,931,9019.0,93925,40435,8872.0,45135,67486,7743,31483,02,170,2012
"Pima County, Arizona",153500,657,118763.0,992394,417745,193466.0,466154,44762,148201,386104,04,019,2012
"Maricopa County, Arizona",161600,783,489625.0,3942169,1770029,678741.0,1936598,51432,564056,1424393,04,013,2012
"Mohave County, Arizona",118400,653,10695.0,203334,63230,40839.0,74705,34445,28297,79239,04,015,2012
"Coconino County, Arizona",214300,834,13202.0,136011,65614,33191.0,71445,45640,18449,46366,04,005,2012
"Yavapai County, Arizona",177900,690,28263.0,212637,81859,30085.0,91867,44035,30158,93697,04,025,2012
"Pinal County, Arizona",110100,752,32175.0,387365,138459,62581.0,158113,50515,32270,126874,04,021,2012
"Cochise County, Arizona",140700,605,12978.0,132088,43846,22503.0,49007,43252,16913,49983,04,003,2012
"Apache County, Arizona",86200,323,2981.0,73195,19489,23811.0,23596,33867,4648,19634,04,001,2012
"Yuma County, Arizona",109200,714,11800.0,200022,68254,41313.0,79830,39485,22946,70895,04,027,2012
"Navajo County, Arizona",98300,507,5335.0,107094,31836,32067.0,40556,34298,10868,35488,04,017,2012
"Saline County, Arkansas",137200,600,13086.0,111845,53771,8672.0,56579,58009,7992,42534,05,125,2012
"Faulkner County, Arkansas",147400,547,14435.0,118704,59178,16240.0,63538,49752,16870,43709,05,045,2012
"Jefferson County, Arkansas",85500,464,6252.0,74723,28372,15794.0,31254,36275,10438,28013,05,069,2012
"Sebastian County, Arkansas",110700,472,10543.0,127304,55849,25848.0,59004,37330,20432,51394,05,131,2012
"Benton County, Arkansas",143400,590,29947.0,232268,106382,32501.0,111643,52294,27936,84026,05,007,2012
"Washington County, Arkansas",141200,552,21179.0,211411,98467,40158.0,106817,41225,35472,81423,05,143,2012
"Craighead County, Arkansas",123500,556,9302.0,99735,47478,16270.0,50585,44111,14649,38421,05,031,2012
"Lonoke County, Arkansas",124300,498,6894.0,69839,31007,7652.0,34056,51098,6906,25384,05,085,2012
"White County, Arkansas",109000,458,4968.0,78493,32461,15673.0,34557,38853,8297,29089,05,145,2012
"Garland County, Arkansas",144300,561,10498.0,96903,40597,18951.0,44933,40893,12922,40656,05,051,2012
"Pulaski County, Arkansas",137900,567,54672.0,388953,173848,71526.0,190738,44437,61689,155125,05,119,2012
"Merced County, California",138100,711,12949.0,262305,96057,62448.0,116054,43597,35520,76451,06,047,2012
"Yuba County, California",175800,760,4252.0,72926,24826,17005.0,30121,43545,10171,24842,06,115,2012
"Contra Costa County, California",381300,1230,180147.0,1079597,498496,119608.0,547833,74177,136189,380397,06,013,2012
"Stanislaus County, California",159800,806,34008.0,521726,202047,104559.0,244052,46405,74416,167497,06,099,2012
"Sonoma County, California",380100,1145,68437.0,491829,233307,58686.0,257663,59941,73872,184348,06,097,2012
"Sacramento County, California",213500,869,176769.0,1450121,615013,280771.0,716545,52667,227418,516645,06,067,2012
"El Dorado County, California",335700,945,26626.0,180561,82213,15326.0,93088,69973,17825,65558,06,017,2012
"Monterey County, California",318200,1094,40545.0,426762,181521,74981.0,199947,58109,63587,124171,06,053,2012
"Butte County, California",203100,783,22877.0,221539,86165,47693.0,101414,40960,34636,85388,06,007,2012
"San Luis Obispo County, California",410900,1087,39260.0,274804,127708,35434.0,137140,60264,45792,101897,06,079,2012
"Kern County, California",150200,723,50490.0,856158,320071,196625.0,372267,45910,108067,255967,06,029,2012
"Ventura County, California",413100,1356,111149.0,835981,392045,94910.0,436111,71517,95849,267877,06,111,2012
"San Mateo County, California",701900,1500,136959.0,739311,379197,61741.0,411225,81609,110160,258888,06,081,2012
"Orange County, California",492200,1391,488226.0,3090132,1478669,395380.0,1625295,71983,429412,995368,06,059,2012
"Sutter County, California",166500,744,8163.0,95022,37387,19255.0,42905,47081,12742,31259,06,101,2012
"San Joaquin County, California",190600,845,55397.0,702612,269943,126610.0,321248,50722,93962,215761,06,077,2012
"San Diego County, California",386400,1195,446573.0,3177063,1412983,465295.0,1563286,60330,506123,1079653,06,073,2012
"Tulare County, California",155100,689,25197.0,451977,170308,135194.0,197039,40302,57570,132614,06,107,2012
"Yolo County, California",280800,934,23920.0,204118,91843,35278.0,103028,50594,35885,71568,06,113,2012
"Humboldt County, California",280400,738,16112.0,134827,58865,29814.0,65365,40682,24169,52241,06,023,2012
"Nevada County, California",324600,1048,16662.0,98292,42329,11259.0,47053,53768,12065,41632,06,057,2012
"Madera County, California",168800,780,9194.0,152218,52981,33936.0,58763,42039,16480,41035,06,039,2012
"Mendocino County, California",297200,740,8227.0,87428,36728,19154.0,41453,41369,16244,35203,06,045,2012
"Santa Cruz County, California",545700,1378,39704.0,266776,134312,34204.0,146087,67769,40353,93253,06,087,2012
"Los Angeles County, California",399500,1088,1291751.0,9962789,4506700,1870813.0,5095987,53001,1750538,3231660,06,037,2012
"Riverside County, California",220000,985,186335.0,2268783,882903,398102.0,1035138,52621,243096,685260,06,065,2012
"San Bernardino County, California",206100,936,153666.0,2081313,799895,415149.0,926533,50770,240628,600688,06,071,2012
"Santa Clara County, California",634600,1480,323641.0,1837504,883722,195518.0,967882,91425,269326,613810,06,085,2012
"Marin County, California",752900,1500,58722.0,256069,128037,19686.0,137733,90535,38479,102427,06,041,2012
"Placer County, California",319300,1093,58417.0,361682,157891,34701.0,177251,69086,40638,133093,06,061,2012
"Shasta County, California",202500,754,15043.0,178586,69984,29131.0,79336,45442,25900,68165,06,089,2012
"Solano County, California",234900,1115,46308.0,420757,180896,59515.0,209448,62066,57731,141139,06,095,2012
"Lake County, California",149300,644,5253.0,63983,23806,16825.0,29237,33219,10686,26228,06,033,2012
"Santa Barbara County, California",409700,1234,47188.0,431249,191826,67359.0,211320,61890,68463,141639,06,083,2012
"Imperial County, California",133800,595,9998.0,176948,56238,37332.0,69897,40200,20230,46747,06,025,2012
"Alameda County, California",472900,1182,269210.0,1554720,747170,199402.0,831063,70500,262069,548274,06,001,2012
"Napa County, California",396500,1214,20015.0,139045,67279,11996.0,74429,68553,19004,48224,06,055,2012
"San Francisco County, California",727600,1459,212320.0,825863,457285,121792.0,495551,73012,222103,346842,06,075,2012
"Kings County, California",161200,691,8566.0,151364,50815,27819.0,60837,45935,20599,40376,06,031,2012
"Fresno County, California",174200,740,71549.0,947895,359429,264738.0,426411,41627,141926,292280,06,019,2012
"Denver County, Colorado",251200,787,121410.0,634265,334303,119662.0,360409,50488,141918,270439,08,031,2012
"Jefferson County, Colorado",262400,888,101950.0,545358,287067,49104.0,309298,67512,66914,221457,08,059,2012
"Weld County, Colorado",194400,730,30028.0,263691,125741,37734.0,135574,55357,29722,92447,08,123,2012
"Douglas County, Colorado",329200,1125,69910.0,298215,152564,13900.0,161019,95324,19813,105044,08,035,2012
"Boulder County, Colorado",364100,1021,60880.0,305318,164525,42978.0,175880,66989,47104,121743,08,013,2012
"Adams County, Colorado",181700,838,41004.0,459598,221721,67417.0,242321,55863,54717,153605,08,001,2012
"Larimer County, Colorado",243600,871,55953.0,310487,161730,42316.0,175142,55890,44992,124031,08,069,2012
"Pueblo County, Colorado",131300,599,13457.0,160852,65715,31445.0,74009,41262,22523,62388,08,101,2012
"Mesa County, Colorado",197700,666,14998.0,147848,68951,23285.0,75753,45892,17073,58779,08,077,2012
"El Paso County, Colorado",214600,781,90154.0,644964,282900,81030.0,312105,55217,87665,238094,08,041,2012
